companyName,aliases,region,country,city,legalEntity,registeredCapital,businessScope,categories,tier,lifecycleStatus,website,financingSummary,confidence,scopeStatus,discoveryRound,seeded,strongEvidenceCount,weakEvidenceCount,validationStatus,missingFields,primaryEvidenceUrl,evidenceCount
麦康迪（绍兴）科技有限公司,,China,CN,,麦康迪（绍兴）科技有限公司,not_checked_or_not_disclosed,浙械注准20252212016; 产品适用于医疗机构对符合 DICOM 标准的终末期肝病或肝移植患者的 L3 腰椎影像进行图像导入、处理、显示和保存，不包括自动诊断功能。,clinical_workflow; samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.88,needs_city_verification,round1,no,2,0,needs_city_verification,city; financing; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=6479ba87437042aeb1168a1c055b35ca,2
3Shape A/S,,Europe,DK,Copenhagen,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K200100,1
Abbott Laboratories,ABBOTT LABORATORIES,US,US,Bedford,ABBOTT LABORATORIES,not_applicable_or_not_disclosed,,chronic_disease_management,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,2,0,validated_official_product,businessScope; financing; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K001993,2
ABBOTT MEDICAL,,US,US,Westford,,not_applicable_or_not_disclosed,,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K253459,1
Abigo Medical AB,,Europe,SE,Askim,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K171225,1
"Access Vascular, Inc.",,US,US,Ballerica,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K243941,1
"ACON Laboratories, Inc.",,US,US,San Diego,,not_applicable_or_not_disclosed,,chronic_disease_management; remote_patient_monitoring; samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K101371,1
"Actigraph, LLC",,US,US,Pensacola,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K231532,1
"Adaptive Video, Inc.",,US,US,Novato,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K943158,1
"Adsis , Ltd.",,US,US,Washington,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K010791,1
"Advanced Brain Monitoring, Inc.",,US,US,Dousman,,not_applicable_or_not_disclosed,,sleep_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K120450,1
"Advanced Planimetric Services, LLC",,US,US,Elmwood Park,,not_applicable_or_not_disclosed,,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130165,1
"Agamatrix, Inc.",,US,US,Salem,,not_applicable_or_not_disclosed,,chronic_disease_management; remote_patient_monitoring; samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K103544,1
Agfa Healthcare Corporation,,US,US,Greenville,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K081963,1
"Akzona, Inc.",,US,US,Mchenry,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K801435,1
"Alert Care, Inc.",,US,US,Borden,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K926053,1
"Ali-Oop Co., Inc.",,US,US,Mchenry,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K813356,1
Allergan Medical Optics,,US,US,Anasco,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K924235,1
American Pharmaseal Div. Ahsc,,US,US,Valencia,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K870720,1
American Sleep Association,,US,US,Chesterland,,not_applicable_or_not_disclosed,,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130504,1
"American Threshold Industries, Inc.",,US,US,Mchenry,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K832487,1
"Analytical Products, Inc.",,US,US,Belmont,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K843360,1
"Andon Medical Co., Ltd.",,China,CN,Tianjin,,not_checked_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,out_of_scope_china_city,round1,no,1,0,out_of_scope_china_city,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K093262,1
"Andover Medical, Inc.",,US,US,Mchenry,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K823414,1
"Andros Analyzers, Inc.",,US,US,Berkeley,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K892869,1
"Angiosystems, Inc.",,US,US,Great Neck,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K905464,1
Animas Corp.,,US,US,West Chester,,not_applicable_or_not_disclosed,,chronic_disease_management; samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K063674,1
"Anulex Technologies, Inc.",,US,US,Minnetonka,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K112849,1
Apex Medical Corp.,,,TW,"Shi-Chih, Taipei Hsien",,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,2,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K970429,2
"Apnicure, Inc.",,US,US,Redwood City,,not_applicable_or_not_disclosed,,sleep_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130538,1
"Apple, Inc.",Apple Inc.,US,US,Cupertino,Apple Inc.,not_applicable_or_not_disclosed,,sleep_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,2,0,validated_official_product,businessScope; financing; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K240929,2
"Applied Diabetes Research, Inc.",,US,US,Dana Point,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K041152,1
"Aqueduct Critical Care, Inc.",,US,US,Bothell,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K181301,1
"Argus Cognitive, Inc.",,US,US,Lebanon,,not_applicable_or_not_disclosed,,mental_health; samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K223322,1
"Arkray Factory USA, Inc.",,US,US,Edina,,not_applicable_or_not_disclosed,,chronic_disease_management; samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K093819,1
"Arocep Enterprises , Ltd.",,,CA,"Brampton, Ontario",,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K936148,1
Artrya Limited,,,AU,Perth,,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K251837,1
"Arzco Medical Electronics, Inc.",,US,US,Vernon Hills,,not_applicable_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K904943,1
"Ascensia Diabetes Care U.S., Inc.",,US,US,Parsippany,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K250813,1
Aspen Glove Sdn. Bhd.,,,MY,Georgetown,,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K211477,1
"Atcor Medical Pty, Ltd.",,US,US,"Washington, D.C.",,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070795,1
"Athena Gtx, Inc.",,US,US,Johnson,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K233354,1
Atheus Corp.,,US,US,Los Angeles,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K905606,1
Athlos OY,,Europe,FI,Espoo,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K211688,1
"Atlantic Therapeutics, Ltd.",,Europe,IE,Galway,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K192357,1
"Atrility Medical, LLC",,US,US,Madison,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K200674,1
"Auri-Stem Medical, Inc.",,US,US,Boulder,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K060158,1
Avita Corporation,,US,US,Flaggstaff,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K012136,1
"B.Braun Medical, Inc.",,US,US,Bethlehem,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K964929,1
"Barron Associates, Inc.",,US,US,Charlottesville,,not_applicable_or_not_disclosed,,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K163245,1
"Basic Medical Technology, Inc.",,US,US,Ontario,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K250193,1
Baxter Healthcare Corp,,US,US,Round Lake,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K974397,1
"Bayer Healthcare, LLC",,US,US,Mishawaka,,not_applicable_or_not_disclosed,,chronic_disease_management; samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K082486,1
Bd Becton Dickinson Vacutainer Systems Preanalytic,,US,US,Washington,,not_applicable_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K780939,1
"Becton Dickinson Infusion Therapy Systems, Inc.",,US,US,Sandy,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K102520,1
Bemco Mattress Co.,,US,US,Mchenry,,not_applicable_or_not_disclosed,,sleep_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K834344,1
Betel Care Sdn. Bhd.,,,MY,Selangor Darul Ehsan,,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K000652,1
Bio-Rad,,US,US,Irvine,,not_applicable_or_not_disclosed,,chronic_disease_management,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K052838,1
"Bio-Research Associates, Inc.",,US,US,Milwaukee,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,2,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K003176,2
Bio-Scan S.A,,US,US,Stamford,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K013897,1
"Biogaming , Ltd.",,,IL,Petach Tikva,,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K151955,1
"Biomagnetic Technologies, Inc.",,US,US,San Diego,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K941553,1
"Bioness, Inc.",,US,US,Valencia,,not_applicable_or_not_disclosed,,rehabilitation,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,2,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K123636,2
Bionime Corporation,,US,US,Mission Viejo,,not_applicable_or_not_disclosed,,chronic_disease_management,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K113007,1
"Biorest, Inc.",,US,US,San Antonio,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K873920,1
"Biosafety Systems, Inc.",,US,US,San Diego,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K944095,1
"Biotechnology, Inc.",,US,US,Mchenry,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K831752,1
Biotek-Caribbean,,,DO,"Santo Domingo, Dom. Rep.",,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K844615,1
Biotronics Corp.,,US,US,Mchenry,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K771534,1
"Biotronik, Inc.",,US,US,Lake Oswego,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K261074,1
"Bistos Co., Ltd.",,,KR,Gyeonggi,,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K232991,1
Boehringer Mannheim Corp.,,US,US,Indianapolis,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K982949,1
"Boston Scientific Cardiac Diagnostic Technologies, Inc.",,US,US,Rochester,,not_applicable_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K243349,1
Brainlab AG,,Europe,DE,Munich,,not_applicable_or_not_disclosed,,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K243633,1
Brightheart,,Europe,FR,Paris,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K251456,1
Broadmaster Biotech Corperation,,,TW,Zhonghe Dist,,not_checked_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K120183,1
"Broncus Technologies, Inc.",,US,US,Mountain View,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K090095,1
"Bruno Independent Living Aids, Inc.",,US,US,Oconomowoc,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K022509,1
"Bryggs Medical, LLC",,US,US,Avon,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K191728,1
"Burron Medical Products, Inc.",,US,US,Walker,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K813498,1
"C.R. Bard, Inc.",,US,US,Mchenry,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,2,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K772295,2
"Calgary Scientific, Inc.",,,CA,"Calgary, Alberta",,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K123186,1
