companyName,aliases,region,country,city,legalEntity,registeredCapital,businessScope,categories,tier,lifecycleStatus,website,financingSummary,confidence,scopeStatus,discoveryRound,seeded,strongEvidenceCount,weakEvidenceCount,validationStatus,missingFields,primaryEvidenceUrl,evidenceCount
The Clell Corp.,,US,US,Arlington,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K860537,1
The ScottCare Corporation,,US,US,Cleveland,,not_applicable_or_not_disclosed,,rehabilitation,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K250259,1
The Skin Care Centre,,,CA,"Ontario, Canada",,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K895737,1
"The Snore Reliever Company, LLC",,US,US,Laguna Niguel,,not_applicable_or_not_disclosed,,sleep_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K092942,1
Therapanacea Sas,,Europe,FR,Paris,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K230023,1
Thomasville Medical Assoc.,,US,US,Alpharetta,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K930799,1
"Tns Co., Ltd.",,,KR,Geumcheon-Gu,,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K232074,1
"Togo Medikit Co., Ltd.",,,JP,Tokyo,,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K093546,1
Tomtec Imaging Systems GmbH,,Europe,DE,Unterschleissheim,,not_applicable_or_not_disclosed,,remote_patient_monitoring; samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K090461,1
"Topcon Medical Systems, Inc.",,US,US,North Reading,,not_applicable_or_not_disclosed,,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K132438,1
Tornier S.A.S.,,Europe,FR,Montbonnot-Saint-Martin,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K232265,1
"Toshiba America Medical Systems, In.C",,US,US,Tustin,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K896387,1
"Toshiba America Mri, Inc.",,US,US,S. San Francisco,,not_applicable_or_not_disclosed,,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K981475,1
Toshiba Medical Systems,,,JP,"Minato-Ku, Tokyo, 105, Ja",,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K844124,1
Toshibamedical Systems Corporation,,US,US,Tustin,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K041027,1
Transidyne General Corp.,,US,US,Ann Arbor,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K897133,1
"Transtimulation Research, Inc.",,US,US,Oklahoma City,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K230526,1
Trex Enterprises Corp.,,US,US,San Diego,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K012379,1
"Tung Keng Enterprise Co., Ltd.",,,TW,Hsin-Chu City,,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K033240,1
"U.S. Mfg. & Management, Inc.",,US,US,Bristol,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K920860,1
U&I Corporation,,,KR,Uijeongbu-Si,,not_checked_or_not_disclosed,,mental_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K181824,1
"Uni-Patch, Inc.",,US,US,Wabasha,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K962332,1
"United Health Group, Inc.",,US,US,Rye Brook,,not_applicable_or_not_disclosed,,internet_healthcare; samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K171406,1
"Universal Gym Equipment, Inc.",,US,US,New York,,not_applicable_or_not_disclosed,,rehabilitation,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K873659,1
"Utah Medical Products, Inc.",UTAH MEDICAL PRODUCTS INC,US,US,Midvale,UTAH MEDICAL PRODUCTS INC,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,2,0,validated_official_product,businessScope; financing; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K955663,2
"Varian Medical Systems, Inc.",,US,US,Palo Alto,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K173838,1
"Viasys Sleep Systems, LLC",,US,US,Chatsworth,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K071069,1
Vidar Systems Corp.,,US,US,Waterbury,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070563,1
"Vignet, Inc.",,US,US,Pleasanton,,not_applicable_or_not_disclosed,,internet_healthcare,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K113446,1
"Vista Lifesciences, Inc.",,US,US,Parker,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,2,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K150154,2
"Viterion Telehealthcare, LLC",,US,US,Tarrytown,,not_applicable_or_not_disclosed,,internet_healthcare,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K030419,1
"Vivometrics, Inc.",,US,US,Washington,,not_applicable_or_not_disclosed,,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K043604,1
Volcano Corporation,,US,US,San Diego,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K150442,1
Warner-Lambert Co.,,US,US,Mchenry,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K822248,1
Watermark Medical,,US,US,Brookfield,,not_applicable_or_not_disclosed,,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K120325,1
"Wen Hao, Inc.",,US,US,Seal Beach,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K893025,1
Wfr/Aquaplast Corp.,,US,US,Wyckoff,,not_applicable_or_not_disclosed,,mental_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K032156,1
"Whiplash Analysis, Inc.",,US,US,Phoenix,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K943430,1
"Widex Hearing Aid Co., Inc.",,US,US,Long Island City,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K897033,1
Wrp Specialty Products Sdn. Bhd.,,,MY,"Sepang, Selangor",,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,needs_region_verification,round1,no,1,0,needs_region_verification,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K021396,1
"Wuestec Medical, Inc.",,US,US,Mobile,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K974240,1
"Wuxi Shenzhou Plastic Products Co., Ltd.",,China,CN,"Haidian District, Beijing",,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,out_of_scope_china_city,round1,no,1,0,out_of_scope_china_city,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070149,1
"Yurob Rehabilitation Medical Co., Ltd.",,China,CN,Kunshan,,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,out_of_scope_china_city,round1,no,1,0,out_of_scope_china_city,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K232193,1
"Zdi, Solutions, LLC",,US,US,Knoxville,,not_applicable_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K162002,1
"Zhonghong Pulin Medical Products Co., Ltd.",,China,CN,Tangshan,,not_checked_or_not_disclosed,,,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,out_of_scope_china_city,round1,no,1,0,out_of_scope_china_city,businessScope; financing; legalEntity; registeredCapital; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K231029,1
"Zoe Medical, Inc.",,US,US,Topsfield,,not_applicable_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; website,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130740,1
 江西维德医疗健康管理有限公司,,China,CN,,,not_checked_or_not_disclosed,,health_management_platform,A,active_or_unverified,,not_checked_or_not_disclosed,0.85,needs_city_verification,round1,no,2,0,needs_city_verification,businessScope; city; financing; legalEntity; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06970360996036202404121206310,2
卓越星河健康管理（南京）有限公司,,China,CN,,,not_checked_or_not_disclosed,,health_management_platform,A,active_or_unverified,,not_checked_or_not_disclosed,0.85,needs_city_verification,round1,no,2,0,needs_city_verification,businessScope; city; financing; legalEntity; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=b3f48fe79015490d99c46888a74af1fc,2
思澜科技（成都）有限公司,,China,CN,成都,,not_checked_or_not_disclosed,,remote_patient_monitoring; sleep_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.85,in_scope,round1,no,2,0,validated_official_product,businessScope; financing; legalEntity; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=4425365e8e2f450280940b64ac1c59dc,2
海南齐佳智能科技有限公司,,China,CN,,,not_checked_or_not_disclosed,,mental_health; rehabilitation; samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.85,needs_city_verification,round1,no,2,0,needs_city_verification,businessScope; city; financing; legalEntity; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=895bdefe706046a3bb310582ade31a21,2
深圳市艾利特医疗科技有限公司,,China,CN,深圳,,not_checked_or_not_disclosed,,mental_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.85,in_scope,round1,no,2,0,validated_official_product,businessScope; financing; legalEntity; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697070604106220250928113343202,2
爱乔（上海）医疗科技有限公司,,China,CN,上海,,not_checked_or_not_disclosed,,samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.85,in_scope,round1,no,2,0,validated_official_product,businessScope; financing; legalEntity; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697153589112520220518112542940,2
长沙奥科维电子有限公司,,China,CN,,,not_checked_or_not_disclosed,,chronic_disease_management,A,active_or_unverified,,not_checked_or_not_disclosed,0.85,needs_city_verification,round1,no,2,0,needs_city_verification,businessScope; city; financing; legalEntity; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697621210001920230423020207567,2
上海鹰瞳医疗科技有限公司,,China,CN,上海,,not_checked_or_not_disclosed,,chronic_disease_management; clinical_workflow; samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.84,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697492288000920211219105757265,1
云智康医疗科技（内蒙古）有限公司,,China,CN,,,not_checked_or_not_disclosed,,remote_patient_monitoring; sleep_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.84,needs_city_verification,round1,no,1,0,needs_city_verification,businessScope; city; financing; legalEntity; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=13ff18ac57eb4e89a3dee8cc6d094806,1
伯乐实验有限公司,,China,CN,,,not_checked_or_not_disclosed,,chronic_disease_management; remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.84,needs_city_verification,round1,no,1,0,needs_city_verification,businessScope; city; financing; legalEntity; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=036105223607342025092803570325,1
北京新兴阳升科技有限公司,,China,CN,北京,,not_checked_or_not_disclosed,,remote_patient_monitoring; sleep_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.84,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697568534000720230304082002422,1
北京致远慧图科技有限公司,,China,CN,北京,,not_checked_or_not_disclosed,,chronic_disease_management; clinical_workflow; samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.84,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697516973001020220120030704594,1
北京航天卡迪技术开发研究所,,China,CN,北京,,not_checked_or_not_disclosed,,remote_patient_monitoring; sleep_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.84,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0692066571720120251017011019242,1
北京锐视康科技发展有限公司,,China,CN,北京,,not_checked_or_not_disclosed,,remote_patient_monitoring; samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.84,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697399055003620220429111501082,1
广西雅斯生物科技有限公司,,China,CN,,,not_checked_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.84,needs_city_verification,round1,no,1,0,needs_city_verification,businessScope; city; financing; legalEntity; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=16bcea9cc731422194ffa7c765da0323,1
徐州市科健高新技术有限公司,,China,CN,,,not_checked_or_not_disclosed,,chronic_disease_management,A,active_or_unverified,,not_checked_or_not_disclosed,0.84,needs_city_verification,round1,no,1,0,needs_city_verification,businessScope; city; financing; legalEntity; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975283415138202205101045050,1
河北深灵医疗科技有限公司,,China,CN,,,not_checked_or_not_disclosed,,sleep_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.84,needs_city_verification,round1,no,1,0,needs_city_verification,businessScope; city; financing; legalEntity; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697758417001320250519034302079,1
河南华南医电科技有限公司,,China,CN,,,not_checked_or_not_disclosed,,remote_patient_monitoring; sleep_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.84,needs_city_verification,round1,no,1,0,needs_city_verification,businessScope; city; financing; legalEntity; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697456412010520230131012921496,1
海口安至科技有限公司,,China,CN,,,not_checked_or_not_disclosed,,sleep_health,A,active_or_unverified,,not_checked_or_not_disclosed,0.84,needs_city_verification,round1,no,1,0,needs_city_verification,businessScope; city; financing; legalEntity; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697723824006220250623012627084,1
深圳市昭蓝生物科技有限公司,,China,CN,深圳,,not_checked_or_not_disclosed,,chronic_disease_management,A,active_or_unverified,,not_checked_or_not_disclosed,0.84,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06973880810523202310110930463,1
深圳市美连医疗电子股份有限公司,,China,CN,深圳,,not_checked_or_not_disclosed,,remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.84,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1694441404251920260511110759856,1
深圳硅基智能科技有限公司,,China,CN,深圳,,not_checked_or_not_disclosed,,chronic_disease_management; clinical_workflow; samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.84,in_scope,round1,no,1,0,validated_official_product,businessScope; financing; legalEntity; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697524021000420220706052022106,1
苏州体素信息科技有限公司,,China,CN,,,not_checked_or_not_disclosed,,chronic_disease_management; clinical_workflow; samd,A,active_or_unverified,,not_checked_or_not_disclosed,0.84,needs_city_verification,round1,no,1,0,needs_city_verification,businessScope; city; financing; legalEntity; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697517062001020221026035231561,1
英国雅培糖尿病护理公司Abbott Diabetes Care Ltd.,,China,CN,,,not_checked_or_not_disclosed,,chronic_disease_management; remote_patient_monitoring,A,active_or_unverified,,not_checked_or_not_disclosed,0.84,needs_city_verification,round1,no,1,0,needs_city_verification,businessScope; city; financing; legalEntity; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=00093815713579202205260441100,1
赛尔生物,,China,CN,,,not_checked_or_not_disclosed,,chronic_disease_management,A,active_or_unverified,,not_checked_or_not_disclosed,0.84,needs_city_verification,round1,no,1,0,needs_city_verification,businessScope; city; financing; legalEntity; registeredCapital; website,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975491760105202206230544050,1
RecoveryPlus.health,Recovery Plus USA Inc; Recovery Plus,US,US,New York,,not_applicable_or_not_disclosed,"Cardiopulmonary Rehab for At-Home Heart & Pulmonary Recovery; RecoveryPlus.health is a remote coronary rehab platform for heart surgery and such conditions as long COVID and Type 2 diabetes , as well as those at risk. Learn more.",chronic_disease_management; internet_healthcare; rehabilitation; remote_patient_monitoring,B,active_or_unverified,https://www.recoveryplus.health/,not_checked_or_not_disclosed,0.92,in_scope,round2,yes,4,1,validated_strong,financing; legalEntity,https://www.recoveryplus.health/about/,5
"Co-Diagnostics, Inc.",,US,US,,"Co-Diagnostics, Inc.",not_applicable_or_not_disclosed,,,B,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,5,0,validated_strong,businessScope; financing; website,https://www.sec.gov/edgar/browse/?CIK=1692415,5
R F INDUSTRIES LTD,,US,US,,R F INDUSTRIES LTD,not_applicable_or_not_disclosed,,,B,active_or_unverified,,not_checked_or_not_disclosed,0.86,in_scope,round1,no,5,0,validated_strong,businessScope; financing; website,https://www.sec.gov/edgar/browse/?CIK=740664,5
"Teladoc Health, Inc.",Teladoc Health,US,US,Purchase,"Teladoc Health, Inc.",not_applicable_or_not_disclosed,"Teladoc Health | Virtual Care, Telehealth & Expert Medical Support; Get 24/7 access to doctors, mental health support and specialty care with virtual healthcare and telehealth solutions for individuals and organizations from Teladoc Health.",chronic_disease_management; internet_healthcare; mental_health; remote_patient_monitoring,B,active_or_unverified,https://www.teladochealth.com/,not_checked_or_not_disclosed,0.85,in_scope,round1+round2,yes,3,1,validated_strong,financing,https://www.sec.gov/edgar/browse/?CIK=1477449,4
Akili,Akili Interactive; Akili Interactive Labs; EndeavorRx,US,US,Boston,,not_checked_or_not_disclosed,Akili Interactive; Akili Interactive is a prescription digital medicine company combining scientific and clinical rigor with the ingenuity of the tech industry to reinvent medicine.,digital_therapeutics; mental_health,B,active_or_unverified,https://www.akiliinteractive.com/,not_checked_or_not_disclosed,0.78,in_scope,round1+round2,yes,1,1,validated_strong,financing; legalEntity; registeredCapital,https://dtxalliance.org/members/akili-interactive/,3
Doctolib,,Europe,FR,Paris,,not_applicable_or_not_disclosed,Doctolib | About Us; Doctolib Connect changes internal communication in modern healthcare and promote collaboration across medical institutions.,online_consultation; remote_patient_monitoring,B,active_or_unverified,https://www.doctolib.fr/,not_checked_or_not_disclosed,0.78,in_scope,round2,yes,2,1,validated_strong,financing; legalEntity,https://connect.doctolib.com/about-doctolib,3
Headspace Health,Headspace; Ginger,US,US,Santa Monica,,not_applicable_or_not_disclosed,End-to-End Mental Health Care for Organizations | Headspace,internet_healthcare; mental_health,B,active_or_unverified,https://organizations.headspace.com/,not_checked_or_not_disclosed,0.78,in_scope,round2,yes,2,1,validated_strong,financing; legalEntity,https://organizations.headspace.com/,3
